,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_time_unit,pert_itime,distil_id
50456,CPC004_HEPG2_6H:BRD-K67017579-001-16-6:10,BRD-K67017579,cilostazol,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:H11|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:H11|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:H11
50457,CPC004_HEPG2_6H:BRD-K67043667-001-15-7:10,BRD-K67043667,altretamine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:G16|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:G16|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:G16
50460,CPC004_HEPG2_6H:BRD-K67847053-015-08-8:10,BRD-K67847053,guanabenz,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:M01|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:M01|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:M01
50461,CPC004_HEPG2_6H:BRD-K68507560-003-15-4:10,BRD-K68507560,dicycloverine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:E21|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:E21|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:E21
50463,CPC004_HEPG2_6H:BRD-K68867920-001-05-2:10,BRD-K68867920,quetiapine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:N02|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:N02|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:N02
50464,CPC004_HEPG2_6H:BRD-K69600043-328-03-0:10,BRD-K69600043,thiethylperazine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:K04|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:K04|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:K04
50466,CPC004_HEPG2_6H:BRD-K70301876-034-06-1:10,BRD-K70301876,escitalopram,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:H07|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:H07|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:H07
50470,CPC004_HEPG2_6H:BRD-K71103788-003-04-7:10,BRD-K71103788,duloxetine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:J03|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:J03|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:J03
50472,CPC004_HEPG2_6H:BRD-K71799949-001-18-2:10,BRD-K71799949,carbamazepine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:F09|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:F09|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:F09
50474,CPC004_HEPG2_6H:BRD-K72222507-003-07-7:10,BRD-K72222507,quinapril,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:G18|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:G18|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:G18
50477,CPC004_HEPG2_6H:BRD-K75699339-057-03-2:10,BRD-K75699339,rizatriptan,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:N04|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:N04|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:N04
50485,CPC004_HEPG2_6H:BRD-K78485176-001-03-7:10,BRD-K78485176,olmesartan-medoxomil,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:N14|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:N14|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:N14
50488,CPC004_HEPG2_6H:BRD-K79759585-048-01-4:10,BRD-K79759585,sildenafil,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:B16|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:B16|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:B16
50489,CPC004_HEPG2_6H:BRD-K80431395-001-02-4:10,BRD-K80431395,triciribine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:O05|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:O05|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:O05
50490,CPC004_HEPG2_6H:BRD-K81418486:10,BRD-K81418486,vorinostat,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:B04|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:B04|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:B04
50491,CPC004_HEPG2_6H:BRD-K82036761-003-07-0:10,BRD-K82036761,sertraline,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:H13|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:H13|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:H13
50493,CPC004_HEPG2_6H:BRD-K82562631-236-03-8:10,BRD-K82562631,tolmetin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:N15|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:N15|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:N15
50497,CPC004_HEPG2_6H:BRD-K87343924-001-02-4:10,BRD-K87343924,wortmannin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:F21|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:F21|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:F21
50500,CPC004_HEPG2_6H:BRD-K89997465-001-05-3:10,BRD-K89997465,chlorpromazine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:C09|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:C09|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:C09
50503,CPC004_HEPG2_6H:BRD-K92731339-227-03-1:10,BRD-K92731339,perindopril,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:H03|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:H03|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:H03
50506,CPC004_HEPG2_6H:BRD-K93645900-001-04-8:10,BRD-K93645900,tadalafil,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:L09|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:L09|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:L09
50508,CPC004_HEPG2_6H:BRD-K95309561-001-15-5:10,BRD-K95309561,dienestrol,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:E23|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:E23|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:E23
50510,CPC004_HEPG2_6H:BRD-K96119599-001-05-4:10,BRD-K96119599,leucodin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:A21|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:A21|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:A21
50511,CPC004_HEPG2_6H:BRD-K96263742-001-02-3:10,BRD-K96263742,GW-7647,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:P16|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:P16|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:P16
50512,CPC004_HEPG2_6H:BRD-K96319534-001-01-7:10,BRD-K96319534,phentermine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:L13|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:L13|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:L13
50513,CPC004_HEPG2_6H:BRD-K96799727-001-01-7:10,BRD-K96799727,pifithrin-mu,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:K05|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:K05|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:K05
50518,CPC004_HEPG2_6H:BRD-K99595596-004-03-4:10,BRD-K99595596,salsolinol,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:A23|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:A23|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:A23
50519,CPC004_HEPG2_6H:BRD-K99621550-003-03-4:10,BRD-K99621550,tubocurarine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:I18|CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:I18|CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:I18
53576,CPC005_A549_24H:BRD-A04706586-236-01-7:10,BRD-A04706586,bucladesine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:M07|CPC005_A549_24H_X2_B3_DUO52HI53LO:M07|CPC005_A549_24H_X3_B3_DUO52HI53LO:M07
53583,CPC005_A549_24H:BRD-A09539288-004-03-6:10,BRD-A09539288,homatropine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:A22|CPC005_A549_24H_X2_B3_DUO52HI53LO:A22|CPC005_A549_24H_X3_B3_DUO52HI53LO:A22
53591,CPC005_A549_24H:BRD-A15070535-323-02-1:10,BRD-A15070535,bucladesine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:C05|CPC005_A549_24H_X2_B3_DUO52HI53LO:C05|CPC005_A549_24H_X3_B3_DUO52HI53LO:C05
53593,CPC005_A549_24H:BRD-A16311756-003-06-9:10,BRD-A16311756,profenamine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:P18|CPC005_A549_24H_X2_B3_DUO52HI53LO:P18|CPC005_A549_24H_X3_B3_DUO52HI53LO:P18
53596,CPC005_A549_24H:BRD-A17655518-001-12-9:10,BRD-A17655518,ibuprofen,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:C10|CPC005_A549_24H_X2_B3_DUO52HI53LO:C10|CPC005_A549_24H_X3_B3_DUO52HI53LO:C10
53597,CPC005_A549_24H:BRD-A18043272-001-03-2:10,BRD-A18043272,phensuximide,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:E01|CPC005_A549_24H_X2_B3_DUO52HI53LO:E01|CPC005_A549_24H_X3_B3_DUO52HI53LO:E01
53598,CPC005_A549_24H:BRD-A18419789-001-01-4:10,BRD-A18419789,etoposide,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:G20|CPC005_A549_24H_X2_B3_DUO52HI53LO:G20|CPC005_A549_24H_X3_B3_DUO52HI53LO:G20
53608,CPC005_A549_24H:BRD-A26711594-003-06-4:10,BRD-A26711594,nicardipine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:E20|CPC005_A549_24H_X2_B3_DUO52HI53LO:E20|CPC005_A549_24H_X3_B3_DUO52HI53LO:E20
53610,CPC005_A549_24H:BRD-A28856712-003-15-3:10,BRD-A28856712,tetrahydrozoline,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:E09|CPC005_A549_24H_X2_B3_DUO52HI53LO:E09|CPC005_A549_24H_X3_B3_DUO52HI53LO:E09
53611,CPC005_A549_24H:BRD-A30205217-001-03-9:10,BRD-A30205217,ethotoin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:I13|CPC005_A549_24H_X2_B3_DUO52HI53LO:I13|CPC005_A549_24H_X3_B3_DUO52HI53LO:I13
53614,CPC005_A549_24H:BRD-A31159102-003-13-0:10,BRD-A31159102,fluoxetine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:P19|CPC005_A549_24H_X2_B3_DUO52HI53LO:P19|CPC005_A549_24H_X3_B3_DUO52HI53LO:P19
53617,CPC005_A549_24H:BRD-A33168282-003-06-5:10,BRD-A33168282,sotalol,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:A09|CPC005_A549_24H_X2_B3_DUO52HI53LO:A09|CPC005_A549_24H_X3_B3_DUO52HI53LO:A09
53628,CPC005_A549_24H:BRD-A37959677-001-03-7:10,BRD-A37959677,estrone,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:P12|CPC005_A549_24H_X2_B3_DUO52HI53LO:P12|CPC005_A549_24H_X3_B3_DUO52HI53LO:P12
53633,CPC005_A549_24H:BRD-A42346008-003-03-6:10,BRD-A42346008,metanephrine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:C11|CPC005_A549_24H_X2_B3_DUO52HI53LO:C11|CPC005_A549_24H_X3_B3_DUO52HI53LO:C11
53638,CPC005_A549_24H:BRD-A43974575-065-04-4:10,BRD-A43974575,tranylcypromine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:E19|CPC005_A549_24H_X2_B3_DUO52HI53LO:E19|CPC005_A549_24H_X3_B3_DUO52HI53LO:E19
53641,CPC005_A549_24H:BRD-A44701612-066-01-9:10,BRD-A44701612,dihydroergocristine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:J12|CPC005_A549_24H_X2_B3_DUO52HI53LO:J12|CPC005_A549_24H_X3_B3_DUO52HI53LO:J12
53646,CPC005_A549_24H:BRD-A47065382-001-02-9:10,BRD-A47065382,huperzine-a,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:L06|CPC005_A549_24H_X2_B3_DUO52HI53LO:L06|CPC005_A549_24H_X3_B3_DUO52HI53LO:L06
53648,CPC005_A549_24H:BRD-A47494775-003-03-0:10,BRD-A47494775,dipivefrine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:K24|CPC005_A549_24H_X2_B3_DUO52HI53LO:K24|CPC005_A549_24H_X3_B3_DUO52HI53LO:K24
53650,CPC005_A549_24H:BRD-A47598013-004-06-1:10,BRD-A47598013,citalopram,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:F24|CPC005_A549_24H_X2_B3_DUO52HI53LO:F24|CPC005_A549_24H_X3_B3_DUO52HI53LO:F24
53653,CPC005_A549_24H:BRD-A49148672-004-01-6:10,BRD-A49148672,galantamine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:J14|CPC005_A549_24H_X2_B3_DUO52HI53LO:J14|CPC005_A549_24H_X3_B3_DUO52HI53LO:J14
53654,CPC005_A549_24H:BRD-A49225603-045-05-0:10,BRD-A49225603,alimemazine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:I05|CPC005_A549_24H_X2_B3_DUO52HI53LO:I05|CPC005_A549_24H_X3_B3_DUO52HI53LO:I05
53682,CPC005_A549_24H:BRD-A65076780-001-01-3:10,BRD-A65076780,dihydroergocristine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:O08|CPC005_A549_24H_X2_B3_DUO52HI53LO:O08|CPC005_A549_24H_X3_B3_DUO52HI53LO:O08
53684,CPC005_A549_24H:BRD-A65280694-003-03-8:10,BRD-A65280694,molindone,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:O10|CPC005_A549_24H_X2_B3_DUO52HI53LO:O10|CPC005_A549_24H_X3_B3_DUO52HI53LO:O10
53685,CPC005_A549_24H:BRD-A65440446-001-03-3:10,BRD-A65440446,cimaterol,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:B10|CPC005_A549_24H_X2_B3_DUO52HI53LO:B10|CPC005_A549_24H_X3_B3_DUO52HI53LO:B10
53688,CPC005_A549_24H:BRD-A65739223-001-03-7:10,BRD-A65739223,ramipril,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:I06|CPC005_A549_24H_X2_B3_DUO52HI53LO:I06|CPC005_A549_24H_X3_B3_DUO52HI53LO:I06
53693,CPC005_A549_24H:BRD-A67479912-001-02-6:10,BRD-A67479912,progesterone,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:G17|CPC005_A549_24H_X2_B3_DUO52HI53LO:G17|CPC005_A549_24H_X3_B3_DUO52HI53LO:G17
53696,CPC005_A549_24H:BRD-A70514680-003-03-9:10,BRD-A70514680,articaine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:I12|CPC005_A549_24H_X2_B3_DUO52HI53LO:I12|CPC005_A549_24H_X3_B3_DUO52HI53LO:I12
53701,CPC005_A549_24H:BRD-A72066420-001-01-1:10,BRD-A72066420,mifobate,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:O22|CPC005_A549_24H_X2_B3_DUO52HI53LO:O22|CPC005_A549_24H_X3_B3_DUO52HI53LO:O22
53706,CPC005_A549_24H:BRD-A74975734-004-02-4:10,BRD-A74975734,homatropine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:M08|CPC005_A549_24H_X2_B3_DUO52HI53LO:M08|CPC005_A549_24H_X3_B3_DUO52HI53LO:M08
53707,CPC005_A549_24H:BRD-A75409952:10,BRD-A75409952,wortmannin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:A04|CPC005_A549_24H_X2_B3_DUO52HI53LO:A04|CPC005_A549_24H_X3_B3_DUO52HI53LO:A04
53711,CPC005_A549_24H:BRD-A77824596-001-03-2:10,BRD-A77824596,fluocinolone,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:P24|CPC005_A549_24H_X2_B3_DUO52HI53LO:P24|CPC005_A549_24H_X3_B3_DUO52HI53LO:P24
53713,CPC005_A549_24H:BRD-A78303415-001-03-5:10,BRD-A78303415,hyoscyamine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:C08|CPC005_A549_24H_X2_B3_DUO52HI53LO:C08|CPC005_A549_24H_X3_B3_DUO52HI53LO:C08
53717,CPC005_A549_24H:BRD-A79672927-001-10-8:10,BRD-A79672927,tropicamide,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:K01|CPC005_A549_24H_X2_B3_DUO52HI53LO:K01|CPC005_A549_24H_X3_B3_DUO52HI53LO:K01
53719,CPC005_A549_24H:BRD-A81772229-001-01-6:10,BRD-A81772229,simvastatin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:G18|CPC005_A549_24H_X2_B3_DUO52HI53LO:G18|CPC005_A549_24H_X3_B3_DUO52HI53LO:G18
53724,CPC005_A549_24H:BRD-A83937277-001-03-0:10,BRD-A83937277,mephenytoin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:K13|CPC005_A549_24H_X2_B3_DUO52HI53LO:K13|CPC005_A549_24H_X3_B3_DUO52HI53LO:K13
53726,CPC005_A549_24H:BRD-A84481105-003-17-2:10,BRD-A84481105,thioridazine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:E15|CPC005_A549_24H_X2_B3_DUO52HI53LO:E15|CPC005_A549_24H_X3_B3_DUO52HI53LO:E15
53732,CPC005_A549_24H:BRD-A90799790-001-04-1:10,BRD-A90799790,isradipine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:K08|CPC005_A549_24H_X2_B3_DUO52HI53LO:K08|CPC005_A549_24H_X3_B3_DUO52HI53LO:K08
53742,CPC005_A549_24H:BRD-A95869247-001-14-5:10,BRD-A95869247,indapamide,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:C14|CPC005_A549_24H_X2_B3_DUO52HI53LO:C14|CPC005_A549_24H_X3_B3_DUO52HI53LO:C14
53749,CPC005_A549_24H:BRD-K02953697-002-03-3:10,BRD-K02953697,naringin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:L11|CPC005_A549_24H_X2_B3_DUO52HI53LO:L11|CPC005_A549_24H_X3_B3_DUO52HI53LO:L11
53750,CPC005_A549_24H:BRD-K03319035-003-02-7:10,BRD-K03319035,maprotiline,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:N07|CPC005_A549_24H_X2_B3_DUO52HI53LO:N07|CPC005_A549_24H_X3_B3_DUO52HI53LO:N07
53753,CPC005_A549_24H:BRD-K06467078-003-03-7:10,BRD-K06467078,corynanthine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:K22|CPC005_A549_24H_X2_B3_DUO52HI53LO:K22
53757,CPC005_A549_24H:BRD-K09497549-001-03-6:10,BRD-K09497549,kawain,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:G21|CPC005_A549_24H_X2_B3_DUO52HI53LO:G21|CPC005_A549_24H_X3_B3_DUO52HI53LO:G21
53770,CPC005_A549_24H:BRD-K18518344-001-03-5:10,BRD-K18518344,digitoxigenin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:E24|CPC005_A549_24H_X2_B3_DUO52HI53LO:E24|CPC005_A549_24H_X3_B3_DUO52HI53LO:E24
53776,CPC005_A549_24H:BRD-K21548250-003-03-5:10,BRD-K21548250,moracizine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:N15|CPC005_A549_24H_X2_B3_DUO52HI53LO:N15|CPC005_A549_24H_X3_B3_DUO52HI53LO:N15
53777,CPC005_A549_24H:BRD-K21680192-300-06-0:10,BRD-K21680192,mitoxantrone,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X2_B3_DUO52HI53LO:O13|CPC005_A549_24H_X3_B3_DUO52HI53LO:O13
53778,CPC005_A549_24H:BRD-K21936341-051-02-4:10,BRD-K21936341,oxotremorine-sesquifumarate,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:F14|CPC005_A549_24H_X2_B3_DUO52HI53LO:F14|CPC005_A549_24H_X3_B3_DUO52HI53LO:F14
53783,CPC005_A549_24H:BRD-K27305650-003-01-4:10,BRD-K27305650,LY-294002,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:O19|CPC005_A549_24H_X2_B3_DUO52HI53LO:O19|CPC005_A549_24H_X3_B3_DUO52HI53LO:O19
53784,CPC005_A549_24H:BRD-K27710560-001-03-4:10,BRD-K27710560,splitomycin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:D18|CPC005_A549_24H_X2_B3_DUO52HI53LO:D18|CPC005_A549_24H_X3_B3_DUO52HI53LO:D18
53793,CPC005_A549_24H:BRD-K35586044-003-03-0:10,BRD-K35586044,yohimbine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:G16|CPC005_A549_24H_X2_B3_DUO52HI53LO:G16|CPC005_A549_24H_X3_B3_DUO52HI53LO:G16
53797,CPC005_A549_24H:BRD-K38251852-001-06-6:10,BRD-K38251852,paxilline,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:P11|CPC005_A549_24H_X2_B3_DUO52HI53LO:P11|CPC005_A549_24H_X3_B3_DUO52HI53LO:P11
53800,CPC005_A549_24H:BRD-K40227168-001-06-1:10,BRD-K40227168,vinburnine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:L19|CPC005_A549_24H_X2_B3_DUO52HI53LO:L19|CPC005_A549_24H_X3_B3_DUO52HI53LO:L19
53801,CPC005_A549_24H:BRD-K40624912-003-02-3:10,BRD-K40624912,ZM-39923,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC005_A549_24H_X1_B3_DUO52HI53LO:F20|CPC005_A549_24H_X2_B3_DUO52HI53LO:F20|CPC005_A549_24H_X3_B3_DUO52HI53LO:F20
