,pubchem_smiles,std_canonical_smiles,std_inchi_key
441371,CCCCCCCCCCCCOS(=O)(=O)O.CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,TYQXKHPOXXXCTP-CSLYCKPJSA-N
115089,C1=CC(=CC(=C1)O)C[C@@H](CO)[C@@H](CC2=CC(=CC=C2)O)CO,OC[C@H](Cc1cc(O)ccc1)[C@H](CO)Cc1cc(O)ccc1,DWONJCNDULPHLV-HOTGVXAUSA-N
9880,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,UWFYSQMTEOIJJG-FDTZYFLXSA-N
62467,CCO[Si](C)(CCCOCC1CO1)OCC,CCO[Si](C)(CCCOCC1CO1)OCC,OTARVPUIYXHRRB-UHFFFAOYSA-N
86607,CCC(C)OC(=O)C1=CC=C(C=C1)O,CCC(C)OC(=O)c1ccc(O)cc1,ZUOTXZHOGPQFIU-UHFFFAOYSA-N
107377,CCCCC(CC)COC(=O)C1=CC=C(C=C1)O,CCCCC(CC)COC(=O)c1ccc(O)cc1,VTIMKVIDORQQFA-UHFFFAOYSA-N
6358,CC(C)Br,CC(C)Br,NAMYKGVDVNBCFQ-UHFFFAOYSA-N
16211115,CCN1C=C[N+](=C1)C.C(#N)[S-],CCn1cc[n+](C)c1,NJMWOUFKYKNWDW-UHFFFAOYSA-N
237332,C1=C(OC(=C1)C=O)CO,O=Cc1ccc(CO)o1,NOEGNKMFWQHSLB-UHFFFAOYSA-N
7811,CC1=CC=C(C=C1)S,Cc1ccc(S)cc1,WLHCBQAPPJAULW-UHFFFAOYSA-N
5565,C(CNCCNCCN)N,NCCNCCNCCN,VILCJCGEZXAXTO-UHFFFAOYSA-N
4276,COC1=CC(=CC2=C1OCO2)CC=C,C=CCc1cc2c(OCO2)c(OC)c1,BNWJOHGLIBDBOB-UHFFFAOYSA-N
7943,COC(=O)CC(=O)OC,COC(=O)CC(=O)OC,BEPAFCGSDWSTEL-UHFFFAOYSA-N
73334,CCNC(=O)N1CCN(CC1)CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F.Cl,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,NNAIYOXJNVGUOM-UHFFFAOYSA-N
2753,CN(C1CCCCC1)C(=O)CCCOC2=CC3=C(C=C2)NC(=O)C=C3,CN(C(=O)CCCOc1cc2c(cc1)[nH]c(=O)cc2)C1CCCCC1,UIAYVIIHMORPSJ-UHFFFAOYSA-N
3657,C(=O)(N)NO,NC(=O)NO,VSNHCAURESNICA-UHFFFAOYSA-N
4500,CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC,CNCCC(Oc1ccccc1OC)c1ccccc1,ITJNARMNRKSWTA-UHFFFAOYSA-N
2944,C1=C(NC(=NC1=O)N)N,Nc1cc(=O)nc(N)[nH]1,SWELIMKTDYHAOY-UHFFFAOYSA-N
4848,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3c2nccc3)CC1,RMHMFHUVIITRHF-UHFFFAOYSA-N
39042,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,IIBYAHWJQTYFKB-UHFFFAOYSA-N
4106,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC,CSc1cc2c(cc1)Sc1ccccc1CC2N1CCN(C)CC1,RLJFTICUTYVZDG-UHFFFAOYSA-N
5935,CN(CCCl)CCCl.Cl,CN(CCCl)CCCl,HAWPXGHAZFHHAD-UHFFFAOYSA-N
5319,C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,PBCZLFBEBARBBI-UHFFFAOYSA-N
65495,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],Clc1ccc(CSC(Cn2ccnc2)c2c(Cl)cc(Cl)cc2)cc1,AFNXATANNDIXLG-UHFFFAOYSA-N
5284439,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3.C(=C\C(=O)O)\C(=O)O,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,CYXKNKQEMFBLER-UHFFFAOYSA-N
5475,CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC,CCN(CC)CCOc1cc2c(cc1)-c1c(cc(OCCN(CC)CC)cc1)C2=O,MPMFCABZENCRHV-UHFFFAOYSA-N
9570076,CC(C)N=C(N)/N=C(\N)/NC1=CC=C(C=C1)Cl.Cl,CC(C)N=C(N)/N=C(\N)Nc1ccc(Cl)cc1,SSOLNOMRVKKSON-UHFFFAOYSA-N
3366,C1=NC(=O)NC(=C1F)N,Nc1c(F)cnc(=O)[nH]1,XRECTZIEBJDKEO-UHFFFAOYSA-N
5311067,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,VWVSBHGCDBMOOT-IIEHVVJPSA-N
6128,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,AEMFNILZOJDQLW-QAGGRKNESA-N
6241,CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Cn1c(=O)c2c(ncn2C)n(C)c1=O,RYYVLZVUVIJVGH-UHFFFAOYSA-N
2913,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,CN1CCC(=C2c3ccccc3C=Cc3ccccc23)CC1,JJCFRYNCJDLXIK-UHFFFAOYSA-N
10230,C1=CC=C2C(=C1)C(=NN=C2NN)NN,NNc1nnc(NN)c2ccccc12,VQKLRVZQQYVIJW-UHFFFAOYSA-N
15763,CCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,VXLCNTLWWUDBSO-UHFFFAOYSA-N
10830,C1CCN(CC1)CC(COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3.Cl,O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,YUGZHQHSNYIFLG-UHFFFAOYSA-N
5281098,CN(C/C=C/C1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32.Cl,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,OZGNYLLQHRPOBR-DHZHZOJOSA-N
5746,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,NWIBSHFKIJFRCO-WUDYKRTCSA-N
10330781,C1=CC=C(C(=C1)C(=O)OCC(CO)O)N,Nc1ccccc1C(=O)OCC(O)CO,VHWSRELATOUTAG-UHFFFAOYSA-N
9298,COP(=S)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,JHJOOSLFWRRSGU-UHFFFAOYSA-N
3038522,CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5,COc1c(OCCCN2CCCCC2)cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2c1,UXXQOJXBIDBUAC-UHFFFAOYSA-N
5918,C1=CN=CC(=C1N)N,Nc1c(N)cncc1,OYTKINVCDFNREN-UHFFFAOYSA-N
9568512,CC(=O)NC1=CC=C(C=C1)/C=N/NC(=S)N,CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1,SRVJKTDHMYAMHA-WUXMJOGZSA-N
68310,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CAHKINHBCWCHCF-JTQLQIEISA-N
7527,C1CN2CCC1CC2,C1CN2CCC1CC2,SBYHFKPVCBCYGV-UHFFFAOYSA-N
71622,CCCC1=CC(=C(C=C1)OCC(=O)N2CCN(CC2)C(=O)COC3=C(C=C(C=C3)CCC)OC)OC,CCCc1cc(OC)c(OCC(=O)N2CCN(C(=O)COc3c(OC)cc(CCC)cc3)CC2)cc1,IMOLVSPMDGCLMB-UHFFFAOYSA-N
71717,CCCOC1=CC2=C(C=C1)[C@H]3CC[C@]4([C@H]([C@@H]3CC2)CCC4OC)C,CCCOc1cc2c(cc1)[C@H]1CC[C@]3(C)C(OC)CC[C@H]3[C@@H]1CC2,IUWKNLFTJBHTSD-QIKJAYGVSA-N
75518,C1CCC(CC1)C2CCC(CC2)O,OC1CCC(C2CCCCC2)CC1,AFKMHDZOVNDWLO-UHFFFAOYSA-N
5238,[Na+].[I-],[I-].[Na+],FVAUCKIRQBBSSJ-UHFFFAOYSA-M
8878,CCCCCCC(=O)OCC=C,C=CCOC(=O)CCCCCC,SJWKGDGUQTWDRV-UHFFFAOYSA-N
7742,CCCC1CCC(=O)O1,CCCC1CCC(=O)O1,VLSVVMPLPMNWBH-UHFFFAOYSA-N
23666110,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)[O-])N)I)I)O.[Na+],N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)cc2)c(I)c1)C(=O)O,AUYYCJSJGJYCDS-LBPRGKRZSA-N
17258,CCCCCCCCOC(=O)C=C,C=CC(=O)OCCCCCCCC,ANISOHQJBAQUQP-UHFFFAOYSA-N
7006,C1=CC=C2C(=C1)C(=O)N=NN2,O=c1nn[nH]c2ccccc12,DMSSTTLDFWKBSX-UHFFFAOYSA-N
7573,CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,CC(C)Nc1ccc(Nc2ccccc2)cc1,OUBMGJOQLXMSNT-UHFFFAOYSA-N
27756,CC=C1CC2CC1C=C2,CC=C1CC2C=CC1C2,OJOWICOBYCXEKR-UHFFFAOYSA-N
16990,C1=C(C(=NC(=C1Cl)Cl)Cl)Cl,Clc1c(Cl)nc(Cl)c(Cl)c1,FATBKZJZAHWCSL-UHFFFAOYSA-N
7092,CC1=CC2=C(C=C1)OC(=O)C=C2,Cc1cc2c(cc1)oc(=O)cc2,FXFYOPQLGGEACP-UHFFFAOYSA-N
18689,CCC(COC(=O)C(=C)C)(COC(=O)C(=C)C)COC(=O)C(=C)C,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,OKKRPWIIYQTPQF-UHFFFAOYSA-N
7022,C1=CC(=CC2=C(C=C(C=C21)S(=O)(=O)O)O)N,Nc1cc2c(O)cc(S(=O)(=O)O)cc2cc1,HBZVNWNSRNTWPS-UHFFFAOYSA-N
7098,CCN(CC1=CC=CC=C1)C2=CC=CC=C2,CCN(Cc1ccccc1)c1ccccc1,HSZCJVZRHXPCIA-UHFFFAOYSA-N
62783,CCCCC(CC)COC(=O)Cl,CCCCC(CC)COC(=O)Cl,RTGLJCSUKOLTEM-UHFFFAOYSA-N
104741,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,VWUXBMIQPBEWFH-WCCTWKNTSA-N
20250,C1=CC(=C(C=C1Cl)Cl)C(=O)CCl,O=C(CCl)c1c(Cl)cc(Cl)cc1,VYWPPRLJNVHPEU-UHFFFAOYSA-N
6753,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],COc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])cc1C(C)(C)C,SUAUILGSCPYJCS-UHFFFAOYSA-N
24412,[O-]S(=O)(=O)OOS(=O)(=O)[O-].[K+].[K+],O=S(=O)(O)OOS(=O)(=O)O,JRKICGRDRMAZLK-UHFFFAOYSA-N
7841,C=CCBr,C=CCBr,BHELZAPQIKSEDF-UHFFFAOYSA-N
8428,CCNC1=C(C=CC(=C1)O)C,CCNc1c(C)ccc(O)c1,CTGSQPRDMHCIMM-UHFFFAOYSA-N
41206,CC1=CC(=CC(=C1N)C)C2=CC(=C(C(=C2)C)N)C,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,UAIUNKRWKOVEES-UHFFFAOYSA-N
10850,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,VLPFTAMPNXLGLX-UHFFFAOYSA-N
17142,C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,OUPZKGBUJRBPGC-UHFFFAOYSA-N
8076,CCOCCO,CCOCCO,ZNQVEEAIQZEUHB-UHFFFAOYSA-N
6854,C1=CC=C2C(=C1)C3=CC=CC=C3N2,c1ccc2c(c1)[nH]c1ccccc12,UJOBWOGCFQCDNV-UHFFFAOYSA-N
73674,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(SC=C2)C(=O)OC,COC(=O)c1c(S(=O)(=O)NC(=O)Nc2nc(OC)nc(C)n2)ccs1,AHTPATJNIAFOLR-UHFFFAOYSA-N
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,JLYXXMFPNIAWKQ-UHFFFAOYSA-N
158629,C1=CC(=C(C(=C1C2=CC(=C(C(=C2)Br)Br)Br)Br)Br)Br,Brc1cc(-c2c(Br)c(Br)c(Br)cc2)cc(Br)c1Br,PCEAPJVBSINMNW-UHFFFAOYSA-N
6781,CCOC(=O)C1=CC=CC=C1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N
16700,CCCCCCCCCCCCOS(=O)(=O)[O-].[NH4+],CCCCCCCCCCCCOS(=O)(=O)O.N,BTBJBAZGXNKLQC-UHFFFAOYSA-N
9015,COC1=CC=C(C=C1)O,COc1ccc(O)cc1,NWVVVBRKAWDGAB-UHFFFAOYSA-N
2724411,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.C(=O)(C(=O)O)O.C(=O)(C(=O)[O-])O.C(=O)(C(=O)[O-])O,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,VFCNQNZNPKRXIT-UHFFFAOYSA-N
43079,CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3,Cn1cc(-c2ccccc2)c(=O)c(-c2cc(C(F)(F)F)ccc2)c1,YWBVHLJPRPCRSD-UHFFFAOYSA-N
12184311,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ZDMWZUAOSLBMEY-UHFFFAOYSA-N
57369982,CCCC[N+]1(CCCCC1)C.F[P-](F)(F)(F)(F)F,CCCC[N+]1(C)CCCCC1,UVCPHBWNKAXVPC-UHFFFAOYSA-N
4788,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,VGEREEWJJVICBM-UHFFFAOYSA-N
78091,CN(C)CCN1CCOCC1,CN(C)CCN1CCOCC1,PMHXGHYANBXRSZ-UHFFFAOYSA-N
67579,C1=CC=C(C=C1)C2=CC=CC=C2F,Fc1ccccc1-c1ccccc1,KLECYOQFQXJYBC-UHFFFAOYSA-N
122685,C1[C@H]([C@@H]([C@@H](C[C@]1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)O,O=C(C=Cc1cc(O)c(O)cc1)O[C@@H]1C[C@@](OC(=O)C=Cc2cc(O)c(O)cc2)(C(=O)O)C[C@@H](O)[C@@H]1O,YDDUMTOHNYZQPO-GCBRTHAASA-N
137264,CC(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,CC(C)C(=O)Nc1cccc(C(F)(F)F)c1,GETMKVRSDFVVHL-UHFFFAOYSA-N
7529,CC1=CC(=CC=C1)C=C,C=Cc1cccc(C)c1,JZHGRUMIRATHIU-UHFFFAOYSA-N
185588,CC1=C(C=CC(=C1)Cl)O[C@H](C)C(=O)O,Cc1c(O[C@H](C)C(=O)O)ccc(Cl)c1,WNTGYJSOUMFZEP-SSDOTTSWSA-N
8658,COC1=CC=CC=C1C=O,COc1ccccc1C=O,PKZJLOCLABXVMC-UHFFFAOYSA-N
20745,CC(CCC=C(C)C)O,CC(C)=CCCC(C)O,OHEFFKYYKJVVOX-UHFFFAOYSA-N
2734180,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,CCCC[n+]1ccccc1,REACWASHYHDPSQ-UHFFFAOYSA-N
994,C1=CC=C(C=C1)CC(C(=O)O)N,NC(Cc1ccccc1)C(=O)O,COLNVLDHVKWLRT-UHFFFAOYSA-N
28061,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-],Cc1ncc([N+](=O)[O-])n1CC(O)CCl,IPWKIXLWTCNBKN-UHFFFAOYSA-N
6419888,C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)[O-].Cl,C[N+]1([O-])[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,HGWPFSBHDACWNL-GFBLOWMDSA-N
5702214,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,CCN(CC)CCNC(=O)c1c(OC)ccc(S(C)(=O)=O)c1,JTVPZMFULRWINT-UHFFFAOYSA-N
3033968,CC[C@]12CC[C@H]3[C@H]([C@@H]1C=C[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,SIGSPDASOTUPFS-XUDSTZEESA-N
25146,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,MUMQYXACQUZOFP-UHFFFAOYSA-N
31225,CCC(=O)OCCC1=CC=CC=C1,CCC(=O)OCCc1ccccc1,HVGZQCSMLUDISR-UHFFFAOYSA-N
10788,CN1CN(C(=S)SC1)C,CN1CSC(=S)N(C)C1,QAYICIQNSGETAS-UHFFFAOYSA-N
12813,CCCCCCC1CCC(=O)O1,CCCCCCC1CCC(=O)O1,IFYYFLINQYPWGJ-UHFFFAOYSA-N
23662264,C1=C(C(=CC(=C1Cl)Cl)Cl)[O-].[Na+],[Na+].[O-]c1cc(Cl)c(Cl)cc1Cl,KWFOMJTYKROHLX-UHFFFAOYSA-M
1345,CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,RAVIZVQZGXBOQO-UHFFFAOYSA-N
6230,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,VIKNJXKGJWUCNN-XGXHKTLJSA-N
53316379,CN(C)C(=O)NC1(CCN(CC1)CCC[C@]2(CCCN(C2)C(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl)C5=CC=CC=C5,CN(C)C(=O)NC1(c2ccccc2)CCN(CCC[C@@]2(c3cc(Cl)c(Cl)cc3)CCCN(C(=O)c3ccccc3)C2)CC1,XWPBINGFFFZAOZ-UUWRZZSWSA-N
8980,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,CN(C)CCOC(c1ccccc1)c1ccccc1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N
54900,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2c1ccc(O)c2,GZUITABIAKMVPG-UHFFFAOYSA-N
155774,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,DXPOSRCHIDYWHW-UHFFFAOYSA-N
11102,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,IOYZYMQFUSNATM-UHFFFAOYSA-N
3690,C1CN(P(=O)(OC1)NCCCl)CCCl,O=P1(NCCCl)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N
493570,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,Cc1cc2c(cc1C)n(C[C@H](O)[C@H](O)[C@H](O)CO)c1nc(=O)[nH]c(=O)c-1n2,AUNGANRZJHBGPY-SCRDCRAPSA-N
71777,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,PWPJGUXAGUPAHP-UHFFFAOYSA-N
21453,COC1=C(C=C(C=C1)CC2=CN=C(N=C2N)N)OC,COc1c(OC)cc(Cc2cnc(N)nc2N)cc1,LDBTVAXGKYIFHO-UHFFFAOYSA-N
5482,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl,Clc1cc(Cl)c(C(Cn2ccnc2)OCc2c(Cl)scc2)cc1,QXHHHPZILQDDPS-UHFFFAOYSA-N
443130,COC(CNC(=O)C1=CC=CC=C1OCC(=O)O)C[Hg].O,COC(C[Hg])CNC(=O)c1ccccc1OCC(=O)O,JSYUKXVWRPINHC-UHFFFAOYSA-N
92965,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2.Cl,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,FSKFPVLPFLJRQB-UHFFFAOYSA-N
20749,CC[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)C1C)CC.[Br-],CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C,ZYEPZINLLPPBMI-UHFFFAOYSA-N
102710,CC(CC1=CC=CC=C1)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C.Cl,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,NMCHYWGKBADVMK-UHFFFAOYSA-N
4911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,DBABZHXKTCFAPX-UHFFFAOYSA-N
4055,CC1=CC(=O)C2=CC=CC=C2C1=O,CC1=CC(=O)c2ccccc2C1=O,MJVAVZPDRWSRRC-UHFFFAOYSA-N
3418,C1=CC=C(C(=C1)C(=O)O)OP(=O)(O)O,O=C(O)c1ccccc1OP(=O)(O)O,FFKUDWZICMJVPA-UHFFFAOYSA-N
5280489,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,OENHQHLEOONYIE-JLTXGRSLSA-N
3337,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,CCNC(C)Cc1cc(C(F)(F)F)ccc1,DBGIVFWFUFKIQN-UHFFFAOYSA-N
60196288,C1CC1C2=NC3=CC=CC=C3C(=C2/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)C4=CC=C(C=C4)F.C1CC1C2=NC3=CC=CC=C3C(=C2/C=C/C(C[C@H](CC(=O)[O-])O)O)C4=CC=C(C=C4)F.[Ca+2],O=C(O)C[C@H](O)CC(O)/C=C/c1c(-c2ccc(F)cc2)c2ccccc2nc1C1CC1.O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(-c2ccc(F)cc2)c2ccccc2nc1C1CC1,HFDLVJPCRXIRGU-DAWIWEENSA-N
20054967,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)C1=CC=CC=C1,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1,RWIUTHWKQHRQNP-NQLNTKRDSA-N
6108,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],O=C(O)c1ccc([N+](=O)[O-])cc1,OTLNPYWUJOZPPA-UHFFFAOYSA-N
6129,CNC(=O)OC1=CC=CC2=CC=CC=C21,CNC(=O)Oc1cccc2ccccc12,CVXBEEMKQHEXEN-UHFFFAOYSA-N
6492,C1C=CC2C1C3CC2C=C3,C1=CC2C3C=CC(C3)C2C1,HECLRDQVFMWTQS-UHFFFAOYSA-N
6862,C1=CC=C2C(=C1)C=CC=C2CC(=O)O,O=C(O)Cc1cccc2ccccc12,PRPINYUDVPFIRX-UHFFFAOYSA-N
35370,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,HBOMLICNUCNMMY-XLPZGREQSA-N
